user_id,text,LABEL
8.23e+17,enter to win a lysol disinfecting wipes value pack giveaway!,1
8.23e+17,i took the real or not real challenge. you should too! #realchallenge via @caribou_coffee,1
8.23e+17,enter to win 4 full-size boxes of pumpkin spice #keurig® #k-cup® coffee here:,1
8.23e+17,want to win four boxes of pumpkin spice k-cup® coffee!? i just entered to win and you can too.,1
8.23e+17,enter to win 4 full-size boxes of pumpkin spice #keurig® #k-cup® coffee here:,1
8.23e+17,fragrance will never be the same again. request 4 free samples of our debut collection now! #fragrance #free,1
8.23e+17,#happypincher@pinchme,1
8.23e+17,yes,1
8.23e+17,mysurvey | discover the power of your opinion,1
8.23e+17,enter to win 4 full-size boxes of starbucks caramel #keurig® #k-cup® coffee here:,1
8.23e+17,,1
8.23e+17,via @jointrybe,1
8.23e+17,via @jointrybe,1
8.23e+17,a mustard seed toys august magnetic tile giveaway,1
8.23e+17,enter to win 4 full-size boxes of starbucks caramel #keurig® #k-cup® coffee here:,1
8.23e+17,omg! this incense smoke turns into a mesmerizing waterfall via @meditationtalks,1
8.23e+17,,1
8.23e+17,"i entered the blissfully beach bracelet giveaway, you can too! #giveaway #contest #win",1
8.23e+17,,1
8.23e+17,check this out!,1
8.23e+17,social share,1
8.23e+17,social share,1
8.23e+17,strawberries and cream magic bars,1
8.23e+17,social share,1
8.23e+17,,1
8.23e+17,"police stop and question 20 million motorists every year or 50,000 every day",1
8.23e+17,,1
8.23e+17,,1
8.23e+17,check out this beach towel!,1
8.23e+17,enter to win a free clarins lip oil!,1
8.23e+17,check out this beach towel!,1
8.23e+17,check out this beach towel!,1
8.23e+17,sweet &amp; sour sauce | mydailymoment |,1
8.23e+17,lime melt-away cookies | mydailymoment |,1
8.23e+17,,1
8.23e+17,switch up to b-up protein bar.,1
8.23e+17,mysurvey | discover the power of your opinion,1
8.23e+17,it's iced tea season! enter to win 4 full-size boxes of snapple #keurig® #k-cup® tea here: ooh snapple,1
8.23e+17,it's iced tea season! enter to win 4 full-size boxes of snapple #keurig® #k-cup® tea here:,1
8.23e+17,check this out!,1
8.23e+17,it's iced tea season! enter to win 4 full-size boxes of snapple #keurig® #k-cup® tea here:,1
8.23e+17,"grab the chance to #win one of 1,000 @buxomcosmetics full-on™ lip polish via @preendotme:",1
8.23e+17,"hurry! i just got free samples at top brand name products, sent to me, absolutely free! #samplesource",1
8.23e+17,just posted a photo,1
8.23e+17,"hurry! i just got free samples at top brand name products, sent to me, absolutely free! #samplesource",1
8.23e+17,win limited edition jeans courtesy of @rwnbyrawan #rwnbyrawan #giveaway,1
8.23e+17,enter the yankee candle jackson frost silhouette gift set giveaway via @@dealmaxxdeals,1
8.23e+17,slow-cooked chicken a la king,1
8.23e+17,orchid transported me to childhood spending night at my grandmothers house #onereason#gotitfree,1
8.23e+17,free nivea manicure naturals french set,1
8.23e+17,definitely putting this together for all my cleaning jobs #mrsmeyerscrowd #sponsored,1
8.23e+17,never really thought to try splenda in salad dressings great idea #splendasavvies #sponsored,1
8.23e+17,carrot pineapple slaw,1
8.23e+17,social share,1
8.23e+17,how are you celebrating the return of spring? #lovecrowdtap,1
8.23e+17,,1
8.23e+17,"$100,000 clean foods giveaway via @",1
8.23e+17,social share,1
8.23e+17,elevated is giving away free samples of their kickass all natural energy mix! get some --&gt;: via @elevatedfn,1
8.23e+17,my awesome landing page - powered by,1
8.23e+17,,1
8.23e+17,,1
8.23e+17,@purinacatchow,1
8.23e+17,your snaggletooth cat,1
8.23e+17,get your #sevenminerals #magnesiumsprays for free! : via @@seven_minerals,1
8.23e+17,win essential oil gifts including oils and jewelry! sign up!,1
8.23e+17,,1
8.23e+17,clip &amp; go get rewards!,1
8.23e+17,excited for @tidalscrub no more gross sponges for me!,1
8.23e+17,"★★★★★ bought the one free 2oz sample, check out my review! #green dragon coffee",1
8.23e+17,"win the most comfortable pants you'll ever own, seriously #giveaway #sweepstakes ➜",1
52776545.0,canalenergia | dow lança solução para controle de vegetação na transmissão,0
52776545.0,ah nem!!!!,0
52776545.0,via @youtube,0
52776545.0,history-makers &amp; risk-takers: 15 of the most compelling photos shot in the last century @cnnstyle,0
52776545.0,myanmar nas lentes de david lazar,0
52776545.0,,0
52776545.0,por que o brasil e agora? via @estadao,0
52776545.0,,0
52776545.0,amaral deixa o itumbiara após atuar por apenas 59 minutos: 'não entendi' #ge3,0
52776545.0,,0
52776545.0,,0
52776545.0,itumbiara suzuki,0
52776545.0,"@os_paralamas com certeza alagados, trenchtown, manguetown......",0
52776545.0,@allylson feliz natal!,0
52776545.0,@rodrigocordao feliz natal pra vc e toda a sua família!,0
52776545.0,"@igorth petrobras abre 350 vagas, até r$ 6.217,19",0
52776545.0,"@igorth petrobras abre 350 vagas e formação de cadastro reserva de até r$ 6.217,19",0
409571157.0,#repmundial 357,1
409571157.0,,1
409571157.0,@repgana 0,1
409571157.0,#repgana 18 eqipos,1
409571157.0,just hanging out !,1
409571157.0,hey jessica we expecting u over after school for conference call with daniela,1
409571157.0,hello everyone let's make today a positive thinking day and see what happens 😊,1
409571157.0,#euroespn va ganar portugal a que si,1
409571157.0,@_loveedanni ok chillona wa wa wa!,1
409571157.0,@_loveedanni your momma says u cannot complain bout getting woke up if u go to sleep late unnecessary ha!,1
409571157.0,@_loveedanni hey sunshine don't go to sleep late if u don't wanna be woken up at almost midday unnecessary,1
4352055797.0,what's up $cwb $cwb.to?,1
4352055797.0,,1
12306252.0,"why give your opponent a chance if you’ve got the lead? play the clock, not the crowd. agree or disagree?",1
12306252.0,"overtraining leads to injuries. schedule rest days and listen to your body. pain is a warning sign, not a badge of honor.",1
12306252.0,"wrestling isn’t just for champions. it’s for anyone willing to show up and work. if we only cater to the elite, we shrink the sport. growth comes from inclusion.",1
12306252.0,"most wrestlers lose matches because of mistakes they make before they even step on the mat—poor fueling. this cheat sheet gives you a simple plan for what to eat and drink before, during, and after matches when weigh-ins happen just two hours before.",1
12306252.0,"i finished a deep dive into cary kolat’s system for setting up attacks. watched hours of technique, took notes, and built a summary that breaks down how he teaches setups for every major attack. here’s what i found 👇",1
12306252.0,"coaches - teach systematizing attacks with clean, simple setups that flow into high-percentage finishes. avoid complicated or risky setups. be in position control the tie create reactions and attack directly",1
12306252.0,before every match: breathe. visualize. focus. mental prep matters just as much as the warm-up.,1
12306252.0,learning how-to wrestle shouldn’t feel like guesswork. real tips. smart tactics. short reads. subscribe and get better every week:,1
12306252.0,the amount of cauliflower ears in the seats are crazy.,1
12306252.0,"position over everything. emphasize position before points. wrestlers must learn to control ties, maintain dominant positions, and avoid bad spots. solid positioning reduces risk and creates scoring chances. #wrestlingcoach",1
12306252.0,be in position control the tie create reactions attack directly,1
12306252.0,every season has a purpose: pre-season = build in-season = perform off-season = recover + improve don’t just train. know what you’re training for.,1
12306252.0,whoever said there are no dumb questions has never been in a sports parent group chat.,1
12306252.0,"want to wrestle smarter, not just harder? matclub delivers no-fluff advice to your inbox. subscribe:",1
12306252.0,"wrestling isn’t about doing more. it’s about doing the right things, over and over. get no-fluff strategies to train, coach, and parent better. subscribe here:",1
12306252.0,wrestle less. train smart. move more. off-season is the time to cross-train. add variety to stay fresh and avoid burnout.,1
12306252.0,try new moves. fix bad habits. attend clinics. off-season is where your skill set expands. no pressure = perfect time to experiment.,1
12306252.0,"the off-season isn’t just for recovery — it’s for reinvention. heal, reflect, and rebuild. what didn’t work? what needs to level up?",1
12306252.0,"practice doesn’t make perfect. perfect reps, full focus, and clear goals do. treat every drilling session like it actually matters — because it does.",1
12306252.0,"want to improve faster? start journaling after practice. log what you drilled, what felt off, and what you’re working on next. it’ll compound.",1
12306252.0,most wrestlers go on autopilot halfway through practice. the best ones? they stay locked in from warm-up to cool-down.,1
12306252.0,before you hit that shot in practice — close your eyes. visualize it first. the brain doesn’t know the difference between mental reps and real ones. use that to your advantage.,1
12306252.0,"if your drill partner isn’t pushing you, they’re holding you back. find someone who makes you uncomfortable. then keep drilling until it becomes comfortable.",1
12306252.0,wrestling is a game of inches. hand placement. foot angles. head position. focus on the small details — they’re what win close matches.,1
12306252.0,"“active rest” is a cheat code during practice. instead of standing still, stay loose, stretch, breathe, or shadow drill. your body (and coach) will thank you later.",1
12306252.0,do 10 perfect reps. not 20 lazy ones. quality &gt; quantity — especially in drilling.,1
12306252.0,what’s the most overrated part of a typical #wrestling practice? and what’s underrated?,1
12306252.0,"if you walk into practice without a goal, don’t be surprised when you leave without progress. set one focus. write it down. then drill like it matters.",1
38630258.0,,1
38630258.0,ipad mini with retina display -,1
38630258.0,check out @thisamerlife episode 509: 'it says so right here.',1
38630258.0,"i love dropbox because free get. i don't want pay $100/y, maybe $30 will be good.",1
38630258.0,iphone 5s gold 今天收到了。,1
38630258.0,os x mavericks - #macappstore,1
38630258.0,airplay supports the following mac models: mac mini (mid 2011 or newer) macbook air (mid 2011 or newer) macbook pro (early 2011),1
38630258.0,mac rumors: apple adds imovie theater channel to apple tv,1
38630258.0,mac rumors: new retina macbook pro models showing up in benchmarks,1
38630258.0,"watching 时事大家谈 - 美国之音 时事大家谈：中国特色的“贝弗利山人”-- 新一代土豪 - 十月 22, 2013 #icatcher!",1
38630258.0,"welcome to textexpander! type ""tyvm"" (without the quotes). ""thank you very much!"" will appear automatically. #life",1
38630258.0,"an egg that is fresh will sink in water, but a stale one won't.",1
38630258.0,:) 奧運聖火一會到我家樓下，去接一接，運氣火上加火，呵呵 :d,1
47117077.0,wish to lose 23 lbs within just 27 days?,1
7.18e+17,andy mcnab: give a home to sas hero bob - sign the petition! via @ukchange,0
7.18e+17,free nazanin ratcliffe via @ukchange,0
7.18e+17,"moss brothers 21 st anns road, harrow ha1 1ju 020 8427 3683",0
7.18e+17,ban the #slugpellets that kill our #hedgehogs - sign &amp; share the petition via @38_degrees,0
7.18e+17,"sorry noisy eaters, it’s time to escape with the mokka x and @vauxhall. who’s with me?",0
7.18e+17,reading borough council: prevent the introduction of new parking restrictions around the rbh via @ukchange,0
7.18e+17,via @patient,0
7.18e+17,"did you just hear jasmine on b g t brilliant, moving song!",0
7.18e+17,david cameron mp: make it a legal requirement to microchip cats - sign the petition! via @ukchange,0
7.18e+17,petition update - we won't give up! via @ukchange,0
2900633029.0,#qudsday4return,1
2900633029.0,hello twitter! #myfirsttweet,1
2542460234.0,anybody else have a hard time pressing in the flap on #kd boxes? #instructions #gottabekd @kraftfoods @kraftdinner,1
2542460234.0,@country103cjkc @timhicksmusic thanks for the tickets!,1
2542460234.0,"i got: ""you're an expert gamer!"" (43 out of 52! ) - can you name these 52 classic games by a... via @play_buzz",1
2542460234.0,live on #periscope: ttt,1
2542460234.0,dear guy whose car i almost hit when i had a green light: yield signs are there for a reason. #learntodrive #abbotsford,1
2542460234.0,you know you're bad at growing facial hair when you've been growing a #mustache for 1.5 years and even your gf doesn't notice you shaved it.,1
2542460234.0,not happy with my visit to @targetcanada if a tv has a price on it it should be sellable even if a display unit.,1
2466970391.0,i love you all,0
2466970391.0,mens dey chet like crse,0
2466970391.0,cc#02145774801#042746086692,0
2466970391.0,men's jeans blue,0
2466970391.0,check out blackberry messenger! you can find it at,0
2466970391.0,check out games! you can find it at,0
2466970391.0,photo: tonto dikeh is back to the movie scene; she's selling tomatoes here via @bayyou11dotcom,0
2466970391.0,don't giveup,0
2466970391.0,god is our strenght.,0
2466970391.0,,0
2466970391.0,god protects his people,0
2466970391.0,"kwara state polytechnic 2014/2015 post-utme cut-off mark, registration and exam date out! by @nigeriaschools",0
2466970391.0,every where i go i see you,0
2466970391.0,#akposjokes daily stupid questions,0
2466970391.0,its the men's world,0
8.62854e+17,,1
8.62854e+17,someone at twitter does not like atheists,1
8.62854e+17,"@chillyzag this is talking monkey, my accnt got suspended and i'm appealing it as im the victim so till then im using my other accnt",1
8.62854e+17,‘extra-terrestrial’ fireball filmed soaring across sky – then does something ‘impossible’,1
8.62854e+17,what are they hiding? brexit blamed for latest delay in release of uk ufo 'x-files',1
8.62854e+17,bbc news - australian government reviews funding for ufo group,1
8.62854e+17,documentary | australian ufos via @youtube,1
8.62854e+17,ufo hunter mystery: questions after 'man who found life on mars' goes silent,1
8.62854e+17,reports claim ufo whizzes past international space station |,1
8.62854e+17,russian ufo hunter claims satellite pictures show alien spaceship via @mailonline,1
8.62854e+17,close encounters of the fifth kind - communicating with ufos [full video] via @youtube,1
8.62854e+17,the search for life on mars is about to get weird #science,1
8.62854e+17,the baltic sea anomaly | a step closer to the truth via @youtube,1
8.62854e+17,unacknowledged full movie via @youtube,1
8.62854e+17,did aliens interfere in the vietnam war? soldiers give shocking accounts,1
8.62854e+17,ufo the ‘size of a bus’ spotted at international space station,1
8.62854e+17,popular ufo sightings daily website to go dormant via @houstonchron,1
8.62854e+17,it's official. humans are going to mars. nasa has unveiled their mission. via @futurism,1
8.62854e+17,"this canadian province has the most ufo sightings, by a huge margin via @theloopca",1
8.62854e+17,first nations among those reporting mysterious lights in the sky in 2016: ufo survey,1
8.62854e+17,ctv winnipeg: ufo caught on camera,1
8.62854e+17,annual report on ufo sightings released,1
8.62854e+17,"amazing footage: flashing orbs over west kelowna, canada 27-apr-2017",1
8.62854e+17,future remakes and reboots that will blow everyone away via @youtube,1
8.62854e+17,valerian - official trailer #2 (2017) luc besson sci-fi action movie hd via @youtube,1
8.62854e+17,the osiris child trailer (2017) science fiction volume one via @youtube,1
8.62854e+17,"the recall trailer (2017) wesley snipes, rj mitte alien horror movie via @youtube",1
8.62854e+17,"alien covenant ""prometheus origins"" trailer (2017) michael fassbender, r... via @youtube",1
8.53567e+17,"definetly, you should stay lavish but not immediately. what say? 😉",0
8.53567e+17,the god of success &amp; wisdom. #vinayaka,0
8.53567e+17,noted paragraph from the book the secret.,0
8.53567e+17,you do need to watch this.⬆️,0
8.53567e+17,are you fed up with your job? don't forget how beautiful the moment was when you firstly got that. #remember #amanperience,0
8.53567e+17,one day or day one. #decision #amanperience,0
8.53567e+17,true shit!!,0
8.53567e+17,,0
8.53567e+17,very useful post. repost from- #happy__trader #amanperience,0
8.53567e+17,no more runnin' out of money. #investopedia #amanperience,0
8.53567e+17,admit it.,0
8.53567e+17,it is just amazing.,0
8.53567e+17,#repost #foundr #entrepreneur,0
8.53567e+17,night; perfect time to plan. ; perfect time to sleep. choice is yours. have a good time. #amanperience,0
8.53567e+17,"if you only can wear the 5 kg gold, the t-shirt you buy from foothpath will be branded too. #nepal #amanperience #goodreads",0
8.53567e+17,one word which is really enough for me.,0
8.53567e+17,,0
9.81559e+17,,1
9.81559e+17,mazeltov x,1
9.81559e+17,,1
9.81559e+17,,1
124545349.0,bbc news - student adam cudworth sends camera to edge of space,0
124545349.0,is sad that's the last day of nantwich food and drink festival!,0
124545349.0,love my cosmopolitan made by myself (with professional help) @nantfood,0
124545349.0,"it's sunny, it's saturday, it's nantwich food and drink festival! how can it go wrong? @nantfood",0
124545349.0,cheshire east news end of the world disco @ hack green secret nuclear bunker nantwich 21.12.12 8pm-late @danoldo2000,0
124545349.0,chocolate may protect the brain from stroke!,0
124545349.0,is looking forward to natwich food and drink festival @nantfood on 14th-15th-16th september!,0
124545349.0,bacteria harmony in stomach could be responsible for our mood and ability to make decisions.,0
124545349.0,watching #mrandmrsassad on channel 4+1 great documentary about syria's leaders,0
124545349.0,curry spices are good for your immune system! eat more currry!,0
124545349.0,"hotel &amp; train booked, all ready for the @timeseurekamag on the 6th june! so exciting!",0
124545349.0,faculty of science and engineering 2nd research and development day @manmetuni come along to see posters on new research and art photos!,0
124545349.0,lego pirate proves how freak waves can sink ships,0
124545349.0,is enjoying a very interesting delicious chocolate egg!,0
124545349.0,having an injection of the flu vaccine in the morning for men and in the afternoon for women can boost immune system,0
124545349.0,happy easter sunday to everyone!,0
124545349.0,a few more hours left to wait...,0
124545349.0,“@microbioeduguy: loving my ipad #phage #t4 #madewithpaper nice one!,0
124545349.0,"in chester, relaxing...waiting for easter sunday impatiently!",0
124545349.0,fine but there it is...snowing in manchester!,0
124545349.0,why do i always get comments from tesco when they deliver my 4 weeks supply of food...i wonder.,0
124545349.0,“@microbioeduguy: @angiedudman so funny!,0
124545349.0,good april fool's ideas! a bit late now for the uk but last all day in france...time to make some phone calls (6),0
124545349.0,"“@djwickens: such dull weather in manchester to return to after the great week in dublin for #sgmdub” yeh, should have stayed there longer!",0
124545349.0,"last day, last #sgmdub tweet, i hope you all had a great time like i did!",0
124545349.0,love the voting system and interesting different answers between people from the conference and from outside #sgmdub,0
124545349.0,"no, new media session on monday wasn't about new agars to grow bacteria :d good presentation and talk from declan bolton on e. coli #sgmdub",0
124545349.0,try to have a look at the wonderful lights of the building on your way out tonight #sgmdub,0
124545349.0,lights on and off in different parts of the room...distracting from an interesting talk on prosthetic associated joint infection #sgmdub,0
124545349.0,"more exhibitors near the auditorium, very interesting new ones! will have to go and have a look! #sgmdub",0
124545349.0,"the weather, the talks, the organisation, the food, the drinks, the exhibitors and posters...how could it be better?! #sgmdub",0
124545349.0,just done a video interview with @laura_udakis as before enjoyed it a lot! i look forward to the last one tomorrow! #sgmdub,0
124545349.0,@angieedea: @angiedudman: is looking forward to the video interview with @laura_udakis by my poster du06/28 between 17:30-18:30 #sgmdub,0
124545349.0,"""imaging of microbial infection in zebrafish"" very interesting! #sgmdub",0
124545349.0,just got 2 t-shirts from cambio from tweeting in our group #sgmdub david wickens and james redfern the big winners,0
124545349.0,"after enjoying the visit of the guinness factory, had lovely food and listening to ""imaging the living microbe"" talks.",0
124545349.0,have seen a meteorite across the sky in manchester a few minutes ago,0
1.06053e+18,just had some snowflake try and start an argument with me about gun rights then block me so i can't respond. they don't know what #standyourground means,1
1.06053e+18,this is a map showing the nuclear reactors in the united states. these are ticking time bombs that will dwarf fukushima. #wakeupamerica #scienceislies #marchagainstscience,1
1.06053e+18,the american people deserve the truth. the political machines are hiding the truth behind vaccines. they are lying about the environment. they are hurting our children. #makeamericagreatagain #marchagainstscience #scienceislies,1
1.06053e+18,the ignorant will keep pushing their views on the oppressed. #scienceislies #scienceishate #marchagainstscience #makeamericagreatagain,1
2663686836.0,"#prospectors, claim jumpers, the downside of national popularity. dirtbags.",1
2663686836.0,,1
2663686836.0,winter has arrived. we are not amused.,1
2663686836.0,truly amazing artistic talent on display! #wizardworldcomiccon,1
2663686836.0,,1
2663686836.0,this has got to be the most inept cdc response in its history. nice to see my tax$$ at work. #travelban,1
2663686836.0,case #2....#ebolacomestotown,1
2663686836.0,"""@historyinpics: one-wheel motorcycle invented by italian m. g. de udine in 1931; maximum speed 93 mph.",1
2663686836.0,"soooo, does the cdc have brad pitt on speed dial? #ebolacomestotown",1
2663686836.0,chicken not quite stir fried :),1
2663686836.0,"""@pmbergstresser: @wilkowmajority you called it we go!",1
2663686836.0,so happy. my call may be monitored for quality assurance. seriously doubt it.,1
2663686836.0,"""@survivalcreek: wild boar!! #fgitw #fatguysinthewoods""bring on the pork chops!",1
2663686836.0,"vicious way to start, cold, wet, gettin' dark &amp; no fire #fgitw#fatguysinthewoods",1
2663686836.0,"""@survivalcreek: death, death, death and death. #fgitw #fatguysinthewoods""funny guy",1
2663686836.0,takes a true scumbag to steal a boy scout trailer#normanoktroop245,1
2663686836.0,think you can also use the fat to waterproof your boots? #possum#fgitw,1
2663686836.0,"mmmm, possum. it's what's for dinner!#fgitw",1
2663686836.0,wonder if creek would sell his truck?#fatguysinthewoods,1
2663686836.0,lettin' the geek flag fly!,1
2663686836.0,local traffic report. these people should take the damn bus.,1
2663686836.0,"""@ravepics: electric zoo 2014 is a party!""",1
2663686836.0,fake cell phone towers. gotta love it. privacy has drawn its last breath.,1
2663686836.0,load of bs. evans tossed for targeting.,1
2663686836.0,fall has arrived!,1
2663686836.0,not a bad place to break down#jerseymikessubs,1
2663686836.0,i don't see any beef burrito bushes.#fatguysinthewoods,1
2663686836.0,doctor who take over week. i will fill the dvr to capacity!!,1
2663686836.0,new art!,1
2663686836.0,damn. well played by our side.,1
2663686836.0,red card galaxy! run your mouth some more.,1
2663686836.0,i believe the yellow crew flew in w/la galaxy.,1
2663686836.0,yellow card!! really? #useyourenergy,1
2663686836.0,twerk for us perk! #saturdayniteenergy,1
2663686836.0,ahhhh yes. a little megadeth soothes the soul.,1
2663686836.0,damn. rip robin. you will be sorely missed.,1
2663686836.0,new decor.,1
2663686836.0,guardiansofthegalaxy awesome! green alien chick amazing!#kirkwasright!,1
2663686836.0,i just love it when things are wired backwards. post-job function check anybody?,1
2663686836.0,"garden raid success! future hot sauce secure, for now....",1
2663686836.0,so now we're bringing in ebola infected to the states? wtf?,1
2663686836.0,re: botched executions. there's always the gallows or headsman's axe.,1
2663686836.0,"new show on the weather channel, ""fat guys in the woods"". possibly deliverance sequel?",1
2663686836.0,summer's back!,1
2663686836.0,"some days the fun never ends. yep, still at work.",1
1.01843e+18,,0
1.01843e+18,,0
1.01843e+18,,0
1.01843e+18,,0
1.01843e+18,ععهننتال,0
1.01843e+18,,0
1.01843e+18,,0
1.01843e+18,الحمدلله رب العالمين,0
1.01843e+18,,0
1.01843e+18,,0
1.01843e+18,@sakiatweets,0
1.01843e+18,@sakiatweets,0
14634615.0,,0
14634615.0,,0
14634615.0,china to ban citizens with bad ‘social credit’ from some forms of travel via @thenextweb,0
14634615.0,"clear the shelter st. patrick's special, $20 pets, free on friday",0
14634615.0,"at least one dead in pedestrian bridge collapse at university in miami, authorities say @cnn",0
14634615.0,florida legislature approves storm and school tax holidays,0
14634615.0,"exclusive: home depot to donate $50m to train construction workers, address severe shortage via @usatoday",0
14634615.0,lowe’s earnings: another chance to show it’s not home depot via @barronsonline,0
14634615.0,sunset tampa bay,0
14634615.0,"winters moonlight, betelgeuse, procyon &amp; sirius",0
14634615.0,aaa free ride 800-222-4357 new year's eve &amp; new year's day nationwide save a life it may be yours. please repost,0
14634615.0,5/4/70 ohio national guardsmen opened fire on antiwar protesters at kent state univ killing 4 students and wounding 9,0
14634615.0,the “potential threat posed to america by iranian nuclear proliferation.”,0
14634615.0,elderly women with big hearts feed these 1300 homeless dogs everyday - three million dogs,0
14634615.0,"“dear officer, i see you” video tribute | humanizing the badge",0
14634615.0,"mario cuomo, former new york governor, dead at 82 - ny daily news",0
14634615.0,amateur treasure hunter finds hoard of anglo saxon coins in buckinghamshire | daily mail online,0
14634615.0,former alaska senator gravel named chief executive of cannabis products company | reuters,0
14634615.0,james blunt - goodbye my lover hd,0
14634615.0,breaking: al sharpton releases statement on slaughter of nypd cops,0
14634615.0,❄️ let it snow! ❄️ just unlocked the snowman ⛄ theme in @themeboardapp,0
14634615.0,"teacher may lose job over classroom photo, benjamin franklin quote -",0
14634615.0,what was nasa's experimental research plane doing at a us military base in africa? | daily mail online,0
14634615.0,"a year after suspensions, 2 edison police officers still collecting salaries of $120k, $89k",0
14634615.0,photos capture the moment children meet the world's scariest santas | daily mail online,0
14634615.0,,0
14634615.0,prosecutor has now stated that there will not be charges against the officer in the ferguson case,0
14634615.0,@bjg5616: usa today is reporting #ferguson cop who shot michael brown won't be charged according to michael brown family,0
14634615.0,"of egg creams, ed koch and 49 other facts you didn't know about jewish new york –",0
14634615.0,a very happy sixth birthday to my granddaughter danielle,0
14634615.0,new tool detects government spyware – and it’s free – universal free press,0
14634615.0,sebastian shakespeare: 'unsuitable' rating shocks paddington writer | daily mail online,0
14634615.0,"new jersey cops pepper spray student for ""obstruction of identification"" - pinac",0
14634615.0,"german village plays prank on neo-nazis - israel jewish scene, ynetnews",0
14634615.0,"mount rushmore before carving, 1920s",0
14634615.0,"""night ballet"" eaa airventure night air show - youtube",0
14634615.0,"'syrian hero boy' footage fake and was shot on gladiator set, lars klevberg reveals | daily mail online",0
14634615.0,rosetta scientists admit they don't actually know where philae is | daily mail online,0
14634615.0,meet dobby the dog the doppelgänger of harry potter house elf | weird | news | daily express,0
14634615.0,#red #wine #fiesta #turkey #chili,0
14634615.0,monsanto settles with farmers over discovery of gmo wheat in fields,0
14634615.0,lions tigers and bears oh my the bengal tigers of india and bangladesh,0
14634615.0,chance to win free ipad 2 from apples 'n' apps great new ipad and iphone app,0
14634615.0,i want t.c.i. m89-sr in #mafiawars,0
14634615.0,shooting lots of film .. yes old school 35mm,0
1265809998.0,my hypothesis has been proven,1
1265809998.0,my bf really just told me he feels pressured into having sex.. idk how when he always is the one who finishes..... bottom line...... im h.u.r.t.,1
1265809998.0,,1
1265809998.0,,1
1265809998.0,,1
1265809998.0,,1
1265809998.0,#newprofilepic,1
1265809998.0,,1
1265809998.0,,1
1265809998.0,#tronalddump,1
1265809998.0,,1
1265809998.0,read carefully citizens of the usa: open all eyes and see clearly,1
1265809998.0,former illuminati participant: real or fake?,1
1265809998.0,kim jong un fears that g.o.p. tax bill makes his plan to destroy the u.s. redundant,1
1265809998.0,immigrants get in the white house now they cousins came to visit too..,1
